Designator,Mid X,Mid Y,Rotation,Layer
J1,12.5,51.200001,270.0,top
J2,32.0,37.25,270.0,bottom
J3,-12.5,-51.199999,90.0,top
J4,34.25,1e-06,180.0,top
J5,-34.25,1e-06,0.0,top
R1,-37.3965,33.0,270.0,top
R2,-34.8565,33.0,270.0,top
R3,-3.8222,26.0,270.0,top
R4,-1.2822,26.0,90.0,top
R5,-47.5565,33.0,270.0,top
R6,-45.0165,33.0,270.0,top
R7,-42.4765,33.0,270.0,top
R8,-39.9365,33.0,270.0,top
U1,-17.78,8.391001,0.0,top
U2,-39.6815,21.2325,270.0,bottom
U3,-0.0122,21.308401,0.0,top
